"X_id","Source_ID","Study_number","Site_number","SS","SSB","SSBS","SSS","Country","Longitd","Latitud","Diversity_metric_type","Predominant_habitat","LU_3","UseIntensity","Sample_start_earliest","Realm","Zone","taxon_of_interest","Total_abundance","log_abundance","Species_richness","Richness_rarefied","CWM_Geographic_range_log10_square_km","range","PropWithData_Geographic_range_log10_square_km","Within_PA","PA","LUPA","IUCN_CAT","IUCN_CAT_number","GIS_AREA","STATUS_YR","DoP","log_AREA_PA","AREA_DoP","elevation","slope","ag_suit","log_slope","log_elevation","multiple_taxa","matched_landuse","hf00","hf05","hf10","hf13","hf09","npp"
1448,"DI1_2010__Milder",2,16,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 16","DI1_2010__Milder 2 16 Vertebrates","Honduras",-89.131666,14.829395,"Abundance","Intermediate secondary vegetation","Secondary","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",53,3.988984047,21,13,6.363952018,6.363952018,0.849056604,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",732.400024,6.676919,2,2.038218295,6.597691288,"yes","yes",15,16,17,16,14,196.342849731445
1449,"DI1_2010__Milder",2,17,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 17","DI1_2010__Milder 2 17 Vertebrates","Honduras",-89.158267,14.855396,"Abundance","Intermediate secondary vegetation","Secondary","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",57,4.060443011,23,14,6.375266538,6.375266538,0.701754386,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",718.599975,7.228409,2,2.107592679,6.578695467,"yes","yes",19.5,22,22,23,18,196.342849731445
1450,"DI1_2010__Milder",2,18,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 18","DI1_2010__Milder 2 18 Vertebrates","Honduras",-89.139948,14.834685,"Abundance","Intermediate secondary vegetation","Secondary","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",93,4.543294782,31,15,6.450547472,6.450547472,0.946236559,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",623.799987,3.9381,2,1.596980642,6.437431578,"yes","yes",19,23,20,20,18.5,196.342849731445
1451,"DI1_2010__Milder",2,19,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 19","DI1_2010__Milder 2 19 Vertebrates","Honduras",-89.080211,14.818282,"Abundance","Intermediate secondary vegetation","Secondary","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",37,3.63758616,13,11,6.643677428,6.643677428,0.918918919,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",847.799987,8.662099,2,2.268210912,6.743823572,"yes","yes",14,15,15,15,13,218.914291381836
1452,"DI1_2010__Milder",2,2,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 2","DI1_2010__Milder 2 2 Vertebrates","Honduras",-89.059159,14.885502,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",71,4.276666119,24,14,6.257047268,6.257047268,0.901408451,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",922.200012,8.729889,2,2.275202488,6.827845909,"yes","yes",16,16,16,16,12,218.914291381836
1453,"DI1_2010__Milder",2,20,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 20","DI1_2010__Milder 2 20 Vertebrates","Honduras",-89.097515,14.832682,"Abundance","Intermediate secondary vegetation","Secondary","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",24,3.218875825,14,14,6.527749351,6.527749351,0.791666667,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",749.200012,3.9888,2,1.6071954,6.620339854,"yes","yes",15,15.5,16,17,16,207.628570556641
1454,"DI1_2010__Milder",2,21,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 21","DI1_2010__Milder 2 21 Vertebrates","Honduras",-89.082339,14.866877,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",59,4.094344562,23,14,6.299351976,6.299351976,0.796610169,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",763.599975,3.510299,2,1.506363448,6.639352789,"yes","yes",16.5,17,17,19.5,16,218.914291381836
1455,"DI1_2010__Milder",2,22,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 22","DI1_2010__Milder 2 22 Vertebrates","Honduras",-89.088095,14.852918,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",115,4.753590191,42,18,6.593652741,6.593652741,0.6,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",733.599975,3.609369,2,1.528090971,6.599326099,"yes","yes",15,15,16.5,17,12,218.914291381836
1456,"DI1_2010__Milder",2,23,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 23","DI1_2010__Milder 2 23 Vertebrates","Honduras",-89.08721,14.854616,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",63,4.158883083,32,17,6.500285847,6.500285847,0.841269841,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",733.599975,3.609369,2,1.528090971,6.599326099,"yes","yes",15,15,16.5,17,12,218.914291381836
1457,"DI1_2010__Milder",2,24,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 24","DI1_2010__Milder 2 24 Vertebrates","Honduras",-89.08615,14.856442,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",89,4.49980967,34,17,6.507505101,6.507505101,0.752808989,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",766.799987,4.615849,2,1.725592779,6.643529266,"yes","yes",14,14,14.5,16,12,218.914291381836
1458,"DI1_2010__Milder",2,25,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 25","DI1_2010__Milder 2 25 Vertebrates","Honduras",-89.086181,14.857752,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",87,4.477336814,29,15,6.444226565,6.444226565,0.827586207,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",753.200012,3.87465,2,1.584048307,6.625657601,"yes","yes",14,14,14.5,16,12,218.914291381836
1459,"DI1_2010__Milder",2,26,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 26","DI1_2010__Milder 2 26 Vertebrates","Honduras",-89.1441,14.835659,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",93,4.543294782,28,16,6.30133312,6.30133312,0.860215054,"yes","IN","IN Intermediate secondary vegetation",4.5,4.5,0.662265377,1980,28,0.508181357,"small_old",618.400024,3.693459,2,1.546169837,6.428751306,"yes","yes",20,23,20,22,18,196.342849731445
1460,"DI1_2010__Milder",2,27,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 27","DI1_2010__Milder 2 27 Vertebrates","Honduras",-89.142492,14.833613,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",77,4.356708827,30,15,6.420663146,6.420663146,0.74025974,"yes","IN","IN Intermediate secondary vegetation",4.5,4.5,0.662265377,1980,28,0.508181357,"small_old",618.400024,3.693459,2,1.546169837,6.428751306,"yes","yes",19,23,20,20,16,196.342849731445
1461,"DI1_2010__Milder",2,28,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 28","DI1_2010__Milder 2 28 Vertebrates","Honduras",-89.070314,14.770768,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",126,4.844187086,37,15,6.353899458,6.353899458,0.849206349,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",921.799987,3.68557,2,1.544487573,6.827412512,"yes","yes",15,15,16,16,17,212.600006103516
1462,"DI1_2010__Milder",2,29,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 29","DI1_2010__Milder 2 29 Vertebrates","Honduras",-89.141792,14.847508,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",85,4.454347296,31,17,6.422323805,6.422323805,0.870588235,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",639.799987,3.588799,2,1.523618334,6.462717375,"yes","yes",20,23,20,22,18,196.342849731445
1463,"DI1_2010__Milder",2,3,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 3","DI1_2010__Milder 2 3 Vertebrates","Honduras",-89.099455,14.894995,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",46,3.850147602,20,13,6.295044258,6.295044258,0.97826087,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",906,4.98742,2,1.789660601,6.81014245,"yes","yes",14.5,14.5,15,15.5,11,204.771423339844
1464,"DI1_2010__Milder",2,30,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 30","DI1_2010__Milder 2 30 Vertebrates","Honduras",-89.104008,14.833652,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",116,4.762173935,34,15,6.513408532,6.513408532,0.887931034,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",814.400024,4.099949,2,1.62923054,6.70367882,"yes","yes",15,15,16,16.5,16,207.628570556641
1465,"DI1_2010__Milder",2,31,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 31","DI1_2010__Milder 2 31 Vertebrates","Honduras",-89.055482,14.885761,"Abundance","Plantation forest","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",105,4.663439094,26,12,6.520815431,6.520815431,0.752380952,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",922.200012,8.729889,2,2.275202488,6.827845909,"yes","no",16,16,16,16,13,218.914291381836
1466,"DI1_2010__Milder",2,32,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 32","DI1_2010__Milder 2 32 Vertebrates","Honduras",-89.060215,14.801771,"Abundance","Plantation forest","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",67,4.219507705,27,15,6.297851709,6.297851709,0.895522388,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",1049.400024,3.848789,2,1.578728983,6.956926346,"yes","no",11,11,11,11,12,215.757148742676
1467,"DI1_2010__Milder",2,33,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 33","DI1_2010__Milder 2 33 Vertebrates","Honduras",-89.057319,14.807924,"Abundance","Plantation forest","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",85,4.454347296,25,13,6.455660055,6.455660055,0.870588235,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",1020.400024,4.46713,2,1.698753799,6.928929538,"yes","no",11,11,11.5,11.5,10,215.757148742676
1468,"DI1_2010__Milder",2,34,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 34","DI1_2010__Milder 2 34 Vertebrates","Honduras",-89.04981,14.868561,"Abundance","Plantation forest","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",164,5.105945474,46,16,6.530158256,6.530158256,0.817073171,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",747.400024,2.80672,2,1.336767926,6.617937626,"yes","no",15,15,15,15,12,218.914291381836
1469,"DI1_2010__Milder",2,35,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 35","DI1_2010__Milder 2 35 Vertebrates","Honduras",-89.049037,14.878219,"Abundance","Plantation forest","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",94,4.553876892,34,15,6.674587882,6.674587882,0.914893617,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",766.799987,4.51523,2,1.707513356,6.643529266,"yes","no",16,16,16,16,13,218.914291381836
1470,"DI1_2010__Milder",2,36,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 36","DI1_2010__Milder 2 36 Vertebrates","Honduras",-89.092811,14.798451,"Abundance","Plantation forest","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",60,4.110873864,26,15,6.460292438,6.460292438,0.883333333,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",959.200012,10.0928,2,2.406296249,6.867141609,"yes","no",10.5,10.5,10.5,10.5,11,206.828575134277
1471,"DI1_2010__Milder",2,37,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 37","DI1_2010__Milder 2 37 Vertebrates","Honduras",-89.093128,14.796713,"Abundance","Plantation forest","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",84,4.442651256,32,16,6.429638075,6.429638075,0.761904762,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",959.200012,10.0928,2,2.406296249,6.867141609,"yes","no",11,11,11,11,11,206.828575134277
1472,"DI1_2010__Milder",2,38,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 38","DI1_2010__Milder 2 38 Vertebrates","Honduras",-89.093808,14.800791,"Abundance","Plantation forest","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",112,4.727387819,36,15,6.57134762,6.57134762,0.830357143,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",959.200012,10.0928,2,2.406296249,6.867141609,"yes","no",11,11,11,11,11,206.828575134277
1473,"DI1_2010__Milder",2,39,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 39","DI1_2010__Milder 2 39 Vertebrates","Honduras",-89.079951,14.797898,"Abundance","Plantation forest","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",91,4.521788577,24,13,6.382097111,6.382097111,0.692307692,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",1158.800048,4.521599,2,1.708667492,7.056002897,"yes","no",10,10,10.5,10.5,9.86411190032959,215.757148742676
1474,"DI1_2010__Milder",2,4,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 4","DI1_2010__Milder 2 4 Vertebrates","Honduras",-89.073698,14.851205,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",56,4.043051268,16,12,6.384940543,6.384940543,0.982142857,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",853.200012,6.451499,2,2.00841522,6.750165372,"yes","yes",12,12,12,12,11.5,218.914291381836
1475,"DI1_2010__Milder",2,40,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 40","DI1_2010__Milder 2 40 Vertebrates","Honduras",-89.094354,14.837238,"Abundance","Plantation forest","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",103,4.644390899,43,17,6.465030068,6.465030068,0.893203883,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",794.599975,5.340559,2,1.846966935,6.679096516,"yes","no",15,15.5,16,17,16,207.628570556641
1476,"DI1_2010__Milder",2,5,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 5","DI1_2010__Milder 2 5 Vertebrates","Honduras",-89.074485,14.856836,"Abundance","Intermediate secondary vegetation","Secondary","Light use","01/11/2008","Neotropic","Tropical","Vertebrates",56,4.043051268,21,15,6.513441663,6.513441663,0.928571429,"no","OUT","OUT Intermediate secondary vegetation",0,NA,0,NA,NA,0,"outside",853.200012,6.451499,2,2.00841522,6.750165372,"yes","yes",12.5,12.5,12.5,13.5,12,218.914291381836
1477,"DI1_2010__Milder",2,50,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 50","DI1_2010__Milder 2 50 Vertebrates","Honduras",-89.095248,14.882753,"Abundance","Pasture","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",53,3.988984047,24,13,6.454034947,6.454034947,0.943396226,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",826.799987,3.195669,2,1.434052803,6.718771564,"yes","no",14,14.5,15,18.5,12,207.628570556641
1478,"DI1_2010__Milder",2,51,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 51","DI1_2010__Milder 2 51 Vertebrates","Honduras",-89.064882,14.808173,"Abundance","Pasture","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",57,4.060443011,25,16,6.408135852,6.408135852,0.964912281,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",1078.599975,2.83539,2,1.344271125,6.984345858,"yes","no",14,15,15,15,14,215.757148742676
1479,"DI1_2010__Milder",2,52,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 52","DI1_2010__Milder 2 52 Vertebrates","Honduras",-89.059036,14.810773,"Abundance","Pasture","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",67,4.219507705,20,14,6.592310909,6.592310909,0.895522388,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",1083.800048,3.646549,2,1.536124794,6.989150961,"yes","no",11,11,12,12,12,218.914291381836
1480,"DI1_2010__Milder",2,53,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 53","DI1_2010__Milder 2 53 Vertebrates","Honduras",-89.050163,14.875453,"Abundance","Pasture","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",131,4.882801923,27,10,7.174533137,7.174533137,0.946564885,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",779.400024,3.593009,2,1.524535365,6.65980664,"yes","no",16,16,16,16,14,218.914291381836
1481,"DI1_2010__Milder",2,54,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 54","DI1_2010__Milder 2 54 Vertebrates","Honduras",-89.050622,14.879813,"Abundance","Pasture","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",76,4.343805422,29,16,6.561883483,6.561883483,0.947368421,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",841.799987,5.702559,2,1.902489394,6.736729667,"yes","no",16,16,16,16,13,218.914291381836
1482,"DI1_2010__Milder",2,55,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 55","DI1_2010__Milder 2 55 Vertebrates","Honduras",-89.091661,14.820907,"Abundance","Pasture","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",70,4.262679877,19,11,6.380568543,6.380568543,0.942857143,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",830.599975,7.32552,2,2.119325496,6.723351526,"yes","no",15,15,15.5,15.5,12,207.628570556641
1483,"DI1_2010__Milder",2,56,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 56","DI1_2010__Milder 2 56 Vertebrates","Honduras",-89.082149,14.825755,"Abundance","Pasture","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",78,4.369447852,32,16,6.589736626,6.589736626,0.833333333,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",753.400024,4.945049,2,1.782558772,6.625922763,"yes","no",15.5,16,16,16,15,218.914291381836
1484,"DI1_2010__Milder",2,57,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 57","DI1_2010__Milder 2 57 Vertebrates","Honduras",-89.093188,14.837736,"Abundance","Pasture","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",288,5.666426688,26,7,6.666372589,6.666372589,0.951388889,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",794.599975,5.340559,2,1.846966935,6.679096516,"yes","no",15,15.5,16,17,16,207.628570556641
1485,"DI1_2010__Milder",2,58,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 58","DI1_2010__Milder 2 58 Vertebrates","Honduras",-89.092222,14.858031,"Abundance","Pasture","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",164,5.105945474,32,11,6.457465603,6.457465603,0.920731707,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",713.200012,3.03776,2,1.395690083,6.571163052,"yes","no",16,16,18,20,14,207.628570556641
1486,"DI1_2010__Milder",2,59,"DI1_2010__Milder 2 Vertebrates","DI1_2010__Milder 2 Vertebrates NA","DI1_2010__Milder 2 Vertebrates NA 59","DI1_2010__Milder 2 59 Vertebrates","Honduras",-89.083128,14.818282,"Abundance","Pasture","Human_dominated","Minimal use","01/11/2008","Neotropic","Tropical","Vertebrates",35,3.583518938,16,13,6.478857798,6.478857798,0.971428571,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",847.799987,8.662099,2,2.268210912,6.743823572,"yes","no",14,15,15,15,14,218.914291381836
